,state_id,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
Indiana,FIPS:18,1.9981360946745563,1.5303459119496856,3.4240186915887847,4.459648648648648,4.149728260869565,8.735273631840796,6.22157894736842,2.884213197969544,2.622205128205128,2.1390155440414507,3.3691735537190084,5.236520547945206,1.3670392749244713,2.6603039513677813,4.263712574850299,4.086194444444445,3.6135263157894735,4.237704485488127,5.14088471849866,6.577244897959182,3.618272251308901,2.8048108108108107,2.675191256830601,2.3108668730650157,3.695571847507332,1.3574052478134107,4.162514619883041,4.730989583333334,7.0999019607843135,4.0700997506234415,6.091645244215938,2.1983009708737864,1.9323979591836733,4.463316326530612,4.505366492146597,1.2972727272727274,2.028930817610063,6.009432835820896,3.731087613293052,3.5850872093023254,3.365133689839572,6.0906382978723395,3.222359249329759,5.4211052631578935,5.203141210374638
Iowa,FIPS:19,0.5635271317829457,1.1572373540856031,0.6085992217898832,3.2626785714285718,5.09629893238434,6.741577060931901,5.550985915492958,5.1759363957597175,4.131195652173913,1.892644927536232,4.1237121212121215,4.7806201550387595,0.6059036144578314,0.8662343096234308,2.4155144032921814,3.0570676691729326,4.349265734265734,3.776107142857143,6.102811387900356,6.3995289855072475,6.030811808118081,2.0517948717948715,1.4554074074074077,1.5353571428571429,1.6113888888888892,1.0050583657587546,2.6214285714285714,3.907343173431735,4.793118279569893,3.560173611111111,3.2911418685121103,3.52573476702509,2.1806315789473687,5.2636170212765965,0.475729537366548,0.40245210727969344,0.9924060150375938,1.7297560975609758,2.38722433460076,1.4353928571428571,4.7238538205980065,7.353063973063973,3.46264406779661,6.337167832167832,7.8525531914893625
Kansas,FIPS:20,0.3375227686703097,0.8478402903811252,0.5124598930481283,2.790527240773286,8.476305084745764,3.4464273504273497,4.93093309859155,3.1186159169550174,1.730618374558304,1.5982842287694974,3.2864065335753176,2.5475740740740744,0.5256489945155393,0.5533558178752108,0.9319520547945204,5.494150326797387,5.328143100511073,2.325091210613599,5.478476027397262,5.5171334431630985,4.613483535528597,1.600684474123539,0.5176666666666667,0.7253169014084507,1.6795869191049912,0.2790311986863711,2.993733108108108,5.4261873990306935,4.944924874791318,3.5807131011608626,2.350099667774087,3.778521594684385,2.4894276094276093,3.0234437086092716,0.18015228426395935,0.1306896551724138,0.4167250437828371,0.6524162257495589,1.1546666666666667,1.2841935483870968,4.161717171717172,3.6776460481099664,4.175840407470289,4.6076581196581206,3.6221343873517786
Kentucky,FIPS:21,1.81119170984456,3.1484745762711857,6.538225806451613,8.715634517766498,2.7163829787234044,5.695,9.538410256410256,2.9501036269430063,2.738062827225131,3.9908205128205134,4.3425683060109295,6.588196721311477,1.8082738095238096,4.841627906976744,4.358011695906433,3.660904255319149,6.285614973262033,3.688350515463917,8.31678391959799,4.885854922279793,2.2373604060913705,1.1116842105263158,1.974444444444444,5.745543478260869,4.331612903225806,1.9115544041450772,4.551968911917099,4.452315789473684,6.120248756218905,4.945870646766169,4.599631578947369,4.003842105263158,4.761020408163267,5.494404145077722,2.4682383419689122,2.8738121546961324,2.5124855491329483,9.219606741573033,5.083546511627907,4.442202380952381,4.817485380116959,6.2869090909090914,4.194058823529412,5.016097560975608,8.632745098039216
Louisiana,FIPS:22,5.719204545454545,3.0792432432432437,5.599085714285716,8.185416666666667,8.097058823529412,5.9453631284916195,3.397456647398844,2.8628729281767957,2.957653631284916,7.428491620111731,9.039662921348317,5.823579545454544,4.650166666666666,3.5273076923076925,11.095842696629212,6.813125,6.012673796791443,6.489447513812153,4.900755813953489,14.134795321637428,3.297653631284916,0.5021739130434782,2.8575268817204305,6.234971428571428,6.9862777777777785,2.3770224719101125,3.809532163742689,5.294111111111111,9.800923913043476,9.427529411764707,4.495636363636363,12.774114285714285,0.8731147540983605,3.1056179775280897,1.8447191011235955,5.487225433526012,5.0100578034682055,7.48,4.781242603550296,5.2167415730337074,2.0421229050279326,3.7087790697674414,4.8819774011299435,4.482643678160921,7.607828947368421
Maine,FIPS:23,3.6221138211382113,2.1957017543859654,1.6577876106194689,3.5025641025641017,1.9166141732283464,6.3105555555555535,2.5807633587786256,3.67824427480916,3.803030303030303,6.1800000000000015,2.45704,5.179354838709678,2.962113821138212,4.679516129032258,3.893658536585367,2.5790625,2.3200787401574816,3.3391538461538466,3.407851239669421,3.0961764705882358,1.4525735294117648,5.11623076923077,3.9085401459854014,4.672357723577236,3.806015625,3.6019672131147544,2.8281512605042014,4.594227642276423,5.8188571428571425,3.232164179104477,2.433409090909091,2.5820634920634924,2.9018181818181814,6.6931111111111115,2.548897637795276,3.9237815126050415,4.84248,3.4720325203252034,2.9829661016949154,5.006315789473684,1.48365671641791,3.8259842519685043,3.399626865671642,3.7981203007518793,4.053759398496242
Maryland,FIPS:24,3.9375396825396822,2.124961832061069,4.50015625,3.5555797101449267,2.5281203007518798,9.377878787878787,3.627086614173229,2.4585925925925927,3.8131125827814576,3.9172463768115953,2.5256028368794317,4.764926470588235,3.4980165289256195,4.223015873015873,1.8438059701492535,2.1146875,6.22104,3.987404580152672,5.349430894308943,3.0224806201550387,5.7545925925925925,1.9838059701492536,0.8312056737588651,3.5022950819672127,3.180393700787401,0.9256296296296296,3.2656692913385834,3.8613235294117647,5.981702127659575,1.8980147058823529,7.928538461538462,5.843203125,2.1516312056737594,3.7565734265734263,2.0500689655172413,1.003257575757576,2.2194776119402984,4.934492753623188,2.754242424242424,3.7052898550724636,7.9790647482014405,5.497401574803148,8.856616541353382,5.091068702290078,9.833543307086613
Massachusetts,FIPS:25,4.06042735042735,3.1829824561403512,3.2392920353982304,2.3603333333333336,0.7880645161290323,5.9860799999999985,2.8580620155038763,2.955801526717557,3.301824817518248,4.654748201438848,2.7039860139860137,4.773356643356643,2.88273381294964,4.60273381294964,3.1492957746478867,3.255192307692308,2.9800617283950617,1.6393902439024388,2.106242424242424,2.516959064327485,2.3469714285714294,5.446647398843933,2.4,3.617869822485208,4.423964497041419,2.8160000000000003,3.131411042944785,6.022977528089888,5.498333333333332,4.390969387755101,3.618306878306879,3.134198895027625,3.5791044776119407,6.443958333333334,1.9793846153846155,2.7177595628415303,4.569265536723163,4.9538728323699415,5.124397590361445,5.07542372881356,2.077835051546392,3.824060913705584,3.8895000000000013,5.4427586206896565,7.1416577540106925
Michigan,FIPS:26,1.4003367003367002,1.147017543859649,0.8848504983388705,2.4946017699115046,4.252929577464789,4.426657381615599,2.473656509695291,3.3019469026548682,2.899941520467836,2.3661516034985426,2.9892192192192186,3.546070287539936,1.7395765472312703,2.033355263157895,3.8277302631578953,2.7956000000000003,2.6858529411764698,2.155158501440922,3.7611470588235294,5.232634560906514,3.7945,3.515906432748538,2.0900909090909088,2.348552631578948,2.947119205298013,1.9235691318327972,3.2942574257425736,4.224183976261128,3.3862857142857146,4.211173184357541,2.7366852367688024,3.271794871794872,1.4359400544959129,6.61680216802168,2.998100890207715,1.9380327868852458,1.785817610062893,3.2799041533546323,1.289198717948718,3.228972809667673,4.693724928366762,2.959390581717452,2.177191011235956,4.6671022727272735,3.686795252225519
Minnesota,FIPS:27,0.4184848484848485,0.4336531365313653,0.6865942028985508,1.8739548022598869,5.054070080862534,4.084906166219839,4.942037533512064,3.849376693766938,3.25051912568306,2.2112806539509537,2.9957877813504825,2.223859649122806,0.5041726618705036,0.7253260869565217,2.149090909090909,2.3812569832402235,2.795116883116883,4.185497382198953,6.177922077922077,6.4452141057934496,5.4874805194805205,2.5829490616621986,1.9065749235474008,1.7670723684210528,1.081071428571429,0.9673566878980892,0.9414657980456024,3.1307180851063827,4.4564805825242715,3.872176039119805,3.2822434367541766,5.553934010152284,2.862487179487179,3.943101604278075,0.5125655976676385,0.6394303797468355,0.7289240506329113,1.152733118971061,1.1794585987261148,1.6921450151057402,3.18286432160804,5.447069408740361,4.2083937823834185,3.2640957446808505,5.193153153153153
Mississippi,FIPS:28,4.741712962962963,3.966111111111112,6.544925373134331,6.704306220095693,5.9799502487562215,3.95618811881188,4.439257425742574,3.2045,1.9787745098039216,4.893282051282052,7.70174358974359,7.44628272251309,3.801231527093597,5.6168749999999985,10.432,6.543333333333332,2.7972959183673467,4.2753125,5.1476041666666665,6.134734042553191,1.91145,0.5159487179487179,3.343010204081632,5.084095744680852,7.702020725388602,2.8648730964467,4.086321243523316,5.565,7.162295081967215,10.708457446808513,5.180604395604396,7.276944444444443,2.3889304812834227,3.4241578947368416,1.2422459893048128,5.25561797752809,3.8269005847953217,9.945185185185188,5.721788079470199,6.960980392156862,4.042727272727272,3.9002739726027404,5.429160839160838,5.081714285714284,6.944275862068966
Missouri,FIPS:29,1.0034607218683649,1.6251982378854628,3.086132478632478,3.5808924949290057,7.4922489959839345,7.748935742971888,7.969959758551308,3.996707317073171,2.2227676767676767,1.5222874493927123,7.812431865828093,7.776977225672878,0.908649789029536,0.8750718685831621,2.8842708333333333,3.765851272015656,5.627701612903227,2.4219175257731957,6.8514376321353065,6.228278008298755,4.701074380165291,2.4318840579710144,1.4330390143737166,1.121609977324263,1.8325669642857143,0.4750103519668738,3.813246753246753,9.777852631578947,6.079360824742267,4.394111349036403,3.5348218029350114,5.6081512605042025,1.0465060240963855,3.8831465517241384,0.7431049250535332,0.9298218262806236,1.5944117647058824,4.793656884875847,3.8697807017543857,1.9013525498891355,4.154349680170576,3.6137719298245616,2.2908810572687224,5.6530043859649135,3.1283254716981133
Montana,FIPS:30,1.3309793814432989,1.057838541666667,1.0365482233502537,1.2721994884910486,2.6758838383838386,1.7553266331658293,1.8404260651629076,1.025062656641604,1.3213994910941471,1.536485788113695,1.4804497354497352,1.9343007915567278,1.0678092783505155,0.9698721227621484,1.6554568527918785,2.228147208121828,2.9729648241206035,1.49526582278481,1.9669402985074624,1.0499751243781097,2.3618427518427523,3.635037037037037,0.8064432989690723,1.816857142857143,0.9911253196930946,2.024671717171717,2.23733681462141,2.47343669250646,1.7560969387755099,1.886075,0.4802030456852792,0.42306905370844,2.321083123425693,1.2159473684210529,2.0797416020671835,2.1534324324324325,1.4158015267175574,2.3726098191214477,1.5544415584415583,2.5307751937984504,2.9998969072164954,3.8212307692307688,0.7686279683377307,1.0912737127371277,0.9556268221574344
Nebraska,FIPS:31,0.15881685575364668,0.6500645161290323,0.3182116244411326,2.7813495276653164,5.885935828877005,5.425834428383705,3.34270341207349,3.0816754617414253,2.871474966170501,1.2116032064128257,2.1327215189873416,2.0800331125827816,0.4568506493506494,0.7648684210526316,1.0774603174603177,5.296772334293949,4.993771929824561,2.0983965014577257,3.6134939759036144,3.2296187683284456,2.462964071856287,1.167639751552795,0.9126557377049179,0.8094736842105263,0.9607028753993612,0.550891719745223,1.7215873015873018,2.546717325227964,5.218571428571427,2.0811214953271033,2.8573885350318466,4.224492307692308,2.6915822784810124,3.309738562091503,0.21103092783505156,0.3797142857142857,0.6555363321799309,0.6477003484320557,1.3339862542955327,1.3058245614035089,4.245838926174496,5.405224913494808,4.589715302491103,3.1353846153846154,3.3901550387596897
Nevada,FIPS:32,0.61203125,1.0841237113402062,0.4867204301075269,0.9938709677419356,2.3250543478260868,0.6601063829787234,1.3015168539325843,0.5614606741573034,0.35150837988826816,1.8825698324022344,1.8605649717514123,2.2993785310734465,2.3303370786516853,0.6835,1.6361797752808986,2.091153846153846,1.2066298342541435,0.374245810055866,0.2316,0.2605113636363636,0.7773863636363636,2.193850574712644,0.7795454545454544,2.7234131736526943,4.749878787878788,3.0294886363636366,1.4879651162790701,1.685438596491228,0.7338333333333333,0.5756069364161851,0.6336871508379888,0.611638418079096,1.0497175141242938,0.2751851851851852,1.6469999999999998,0.3157948717948719,1.1824352331606218,0.6010714285714286,2.5350264550264554,0.9507106598984773,1.8218324607329843,0.1541708542713568,0.6991578947368421,0.2293908629441624,0.06148148148148148
New Hampshire,FIPS:33,3.5307368421052625,2.6231182795698924,1.6172826086956524,2.7644680851063823,1.227956989247312,7.208709677419353,3.3582222222222216,3.4929032258064514,4.3959782608695654,4.456739130434783,2.309888888888889,4.954468085106383,1.938131868131868,4.365326086956522,3.418043478260869,2.3397826086956517,2.3101086956521737,2.6353125,3.148383838383838,3.5303061224489802,2.2455,4.8257843137254905,2.8560000000000003,4.163653846153847,2.8083962264150952,3.306635514018692,3.1497115384615384,4.986153846153846,6.726542056074767,4.944636363636363,3.8181730769230757,3.836,3.0675,7.926037735849057,1.804299065420561,3.4890196078431366,3.7694174757281567,3.515533980582524,3.1844444444444444,4.747087378640778,1.6430841121495328,3.9155238095238096,5.162454545454546,6.527100000000001,5.2331730769230775
New Jersey,FIPS:34,4.442173913043479,2.2588461538461537,4.509497206703911,2.6100000000000003,1.0565656565656565,7.739948717948718,3.3286243386243393,2.2143076923076923,3.315833333333334,4.093608247422681,2.194639175257732,4.7971875000000015,3.2937433155080216,4.439184782608695,1.7542408376963354,2.21580487804878,4.270689655172413,2.460666666666666,6.451979166666668,2.3262564102564105,2.7815420560747666,2.7744230769230764,2.4385853658536583,3.617892156862745,3.8574619289340095,1.6635820895522389,3.954818652849741,4.508612440191388,6.207607655502392,3.4025961538461535,5.720650000000001,4.991308900523562,2.2164622641509437,5.099758454106281,1.68935,1.6155958549222795,2.9163687150837987,6.102642487046633,4.864516129032258,4.388712871287129,5.5448958333333325,3.3590500000000003,6.103469387755103,6.023406593406594,7.552090395480226
New Mexico,FIPS:35,1.3318105263157896,0.7311397849462365,0.6873568281938326,0.7426293103448277,2.3803913043478264,1.3206753812636165,3.6415010570824515,1.6779375,1.0352380952380953,2.6415294117647057,1.0855257270693512,1.2026206896551723,0.6169162995594715,0.3066021505376344,0.0642548596112311,0.9195333333333332,0.7166828087167071,0.9837555555555556,1.1586965811965813,3.0772349272349278,1.9527789473684207,0.34515086206896545,1.2343355119825707,1.2292904656319288,2.000196936542669,0.6166320166320167,0.4410208333333333,0.9613608247422679,0.6742857142857143,0.7470146137787056,2.464130879345604,2.8689937106918237,2.1176326530612246,0.9523293172690764,0.1694949494949495,0.13147302904564315,0.1918452380952381,0.9509233791748526,0.28800000000000003,0.1017892644135189,0.3786956521739131,0.9056995884773664,2.738629856850716,1.8996926229508195,1.7364425162689805
