,state_id,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
Alabama,FIPS:01,0.013333333333333336,6.490196078431373,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4575,0.07837837837837838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.03513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5236842105263158,0.49024390243902444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alaska,FIPS:02,7.808695652173914,5.644680851063828,7.117708333333333,3.894117647058823,0.022727272727272728,0.03409090909090909,0.0,0.017582417582417582,4.29,2.4857142857142858,19.214102564102564,9.754838709677419,5.270526315789474,5.388421052631579,5.585567010309278,0.9161904761904762,0.024509803921568627,0.058878504672897194,0.0,0.021153846153846155,0.08130841121495326,2.676041666666667,5.200999999999999,19.770652173913046,19.518072289156628,15.618367346938777,12.734736842105265,0.709375,0.14271844660194175,0.005825242718446602,0.0,0.00975609756097561,0.04020618556701031,3.158888888888889,15.625287356321843,8.223809523809523,11.580898876404495,17.791011235955057,11.764634146341463,2.203225806451613,0.5724137931034482,0.039285714285714285,0.021052631578947368,0.005434782608695652,
Arizona,FIPS:04,4.429885057471265,0.7424028268551237,1.0598290598290598,0.12607142857142856,0.17965367965367962,0.0,0.0,0.0,0.0,0.09733333333333333,0.9761316872427983,1.9034934497816596,3.7450000000000006,0.9352542372881355,0.09761092150170649,0.14225941422594143,0.05153846153846153,0.0,0.0,0.0,0.0,0.013605442176870748,0.519409282700422,2.7488188976377956,7.95462962962963,1.0347222222222223,0.7737201365187713,0.1904615384615385,0.0710801393728223,0.0,0.0,0.0,0.0,0.0,0.0,0.028616352201257866,0.8153392330383482,1.897854077253219,0.2980327868852459,0.030815709969788524,0.11781249999999999,0.0,0.0,0.0,
Arkansas,FIPS:05,0.027777777777777776,3.563057324840765,3.4477611940298507,0.0022900763358778627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.9383333333333332,0.21363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444,0.8978417266187051,0.0,0.6383458646616542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01677018633540373,1.1694610778443115,0.026666666666666672,0.0,0.05379310344827587,0.0,0.0,0.0,0.0,
California,FIPS:06,0.014285714285714287,0.4945086705202312,0.24385474860335193,0.5719444444444445,0.2509677419354839,0.0,0.0,0.0,0.0,0.001557632398753894,2.2177884615384618,5.567080745341615,4.383536585365854,1.4125730994152046,3.1318181818181823,0.5319838056680162,0.1296969696969697,0.0,0.0,0.0,0.0002105263157894737,0.10478087649402391,1.3734126984126984,2.0640243902439024,18.850354609929077,6.122929936305733,2.0624031007751937,0.7731060606060606,0.09139240506329115,0.03185185185185185,0.0,0.0,0.019138755980861243,0.05674418604651163,0.4240157480314961,0.21243781094527364,1.3540084388185656,1.7013089005235602,9.680722891566266,0.7188311688311687,0.05642458100558659,0.0,0.0,0.0,
Colorado,FIPS:08,6.216212338593974,20.386440677966103,4.494144838212635,8.80982800982801,3.5203703703703706,0.007462686567164179,0.003125,0.0,0.0,0.6318181818181817,13.22707641196013,14.34404761904762,7.902234636871508,11.678426051560379,15.509884678747941,14.940338164251209,1.8106227106227106,0.002464788732394366,0.0007604562737642586,0.0023715415019762843,0.04561403508771931,0.3653919694072658,3.468152866242038,10.08526148969889,15.444923076923075,4.636882716049383,3.46796875,12.5646080760095,6.043581081081081,0.0007334963325183373,0.0,0.0,0.06386861313868614,3.6325536062378174,2.6150375939849626,4.682564841498559,5.932365145228216,10.779433681073025,5.177464788732394,4.519419237749546,0.8046875,0.0004576659038901602,0.0,0.0,
Connecticut,FIPS:09,21.65,30.092000000000002,11.481818181818182,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.0,0.9461538461538461,6.705714285714286,14.11212121212121,2.5785714285714287,4.05,0.0,0.0,0.0,0.0,0.0,0.45416666666666666,0.940625,7.75945945945946,8.407894736842103,19.726923076923075,13.928571428571429,0.34242424242424246,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,10.021739130434783,14.329411764705883,7.064583333333334,20.48979591836735,5.6,0.0,0.0,0.0,0.0,
Delaware,FIPS:10,2.9555555555555553,9.415384615384614,8.260000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545454545454545,4.857142857142857,2.325,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.233333333333334,0.44,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.466666666666667,1.5333333333333332,12.580000000000002,0.0,0.0,0.0,0.0,0.0,
District of Columbia,FIPS:11,3.8,6.0,,,,,,0.0,0.0,,0.0,0.0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.05,0.35,2.05,0.0,0.0,0.0,0.0,0.0,
Florida,FIPS:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071428571428571435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
