,state_id,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09
Mississippi,FIPS:28,0.35000000000000003,0.87,0.5766666666666667,3.9925,5.905555555555555,7.025999999999999,7.02625,6.745555555555558,5.430999999999999,3.9077777777777785,1.18,0.0,0.99,1.755,3.1566666666666667,6.279187817258882,4.371134020618556,6.786096256684492,8.291891891891893,10.010989010989011,3.2244897959183683,0.9329896907216496,3.882051282051282,6.69613259668508,8.17741935483871,5.605128205128205,7.264550264550264,4.422110552763819,8.603351955307263,12.133333333333333,7.649717514124294,9.931818181818182,3.646739130434783,4.3915343915343925,3.4108108108108106,6.752873563218392,5.21301775147929,10.453416149068325,6.88,6.046052631578947,6.052287581699346,6.137931034482759,7.741258741258742,7.413043478260869,9.566433566433568
Missouri,FIPS:29,,,,4.55,6.630000000000001,6.093333333333334,6.375,5.69,4.7200000000000015,3.94,,0.0,,,,6.141716566866268,8.836776859504132,4.081419624217118,8.430735930735931,8.0169133192389,4.9102296450939455,3.5464135021097047,2.839248434237996,3.252314814814815,4.432183908045976,1.2635983263598327,7.663736263736262,9.826839826839826,7.786163522012577,5.865800865800866,4.6695095948827285,6.1584582441113485,2.0182186234817814,5.641921397379912,2.4217391304347826,1.8966292134831464,3.2055427251732103,6.76905311778291,6.170403587443946,3.986547085201794,6.843010752688173,5.8133333333333335,4.145089285714286,8.188888888888886,4.747016706443914
Montana,FIPS:30,,,,5.075,5.4433333333333325,8.775,7.7650000000000015,9.416666666666666,5.4225,3.28,,,,,,6.741687979539642,7.989821882951651,4.760925449871466,5.2537688442211055,3.020100502512563,6.591939546599496,8.925,2.9948051948051946,6.5994694960212215,4.1679586563307485,6.231958762886598,7.465608465608466,8.566929133858267,5.180878552971577,4.924623115577888,1.7786259541984732,1.5747422680412366,5.302030456852792,4.354666666666667,6.986876640419947,7.3461538461538485,5.348051948051948,7.5552560646900275,6.113756613756614,8.065274151436032,8.662303664921465,9.162303664921463,2.383597883597884,3.3532608695652173,3.388888888888889
Nebraska,FIPS:31,,,,5.34,5.5,8.175,9.22,7.09,6.355,4.27,,,,,,6.631123919308357,8.785294117647059,3.507288629737609,6.078787878787879,5.120588235294117,4.096096096096096,2.467289719626168,2.737704918032787,2.0598006644518274,2.676282051282051,1.5463258785942493,3.415873015873016,5.848024316109423,8.045731707317072,3.590625,4.520900321543408,6.60061919504644,4.213375796178344,5.078431372549018,0.7938144329896907,1.3727598566308243,1.6770833333333333,2.7508771929824563,3.494773519163763,4.25886524822695,7.505084745762713,7.426573426573428,6.885304659498208,5.350877192982456,4.957364341085271
Nevada,FIPS:32,3.04,4.22,8.16,11.95,14.33,16.865000000000002,16.835,14.535,14.12,5.85,4.98,2.17,2.27,4.93,8.15,5.972375690607735,4.325842696629214,1.1005586592178769,0.6971428571428572,0.9431818181818182,2.0170454545454546,4.8023255813953485,3.3863636363636362,5.854545454545455,9.591463414634148,6.658959537572256,4.658823529411765,5.117647058823528,2.1944444444444446,1.2485549132947975,1.8379888268156424,2.0338983050847457,3.4943181818181817,1.3386243386243386,3.8578947368421046,1.5487179487179488,3.766839378238342,2.5510204081632653,6.0957446808510625,3.197969543147208,6.175531914893617,0.7386934673366834,1.8894736842105264,0.9035532994923858,0.31746031746031744
New Hampshire,FIPS:33,0.0,0.0,,0.0,26.13,74.83,61.5,61.43,20.42,0.0,0.0,,0.0,0.0,0.0,6.5813953488372094,7.517647058823527,4.659574468085107,6.6938775510204085,6.40625,4.968421052631579,7.6494845360824755,6.264705882352941,8.831683168316832,6.875,6.5769230769230775,5.656565656565657,10.225490196078429,11.303921568627453,8.916666666666666,6.8627450980392135,6.548387096774192,4.02,7.333333333333332,5.864077669902913,7.816326530612245,5.767676767676767,8.877551020408163,6.15625,10.43,5.278846153846153,7.127450980392156,8.42056074766355,9.606060606060606,6.495049504950496
New Jersey,FIPS:34,,,,,5.89,4.89,6.04,6.76,4.38,,,,,,,7.5588235294117645,10.100502512562816,4.985645933014354,9.308510638297873,5.05699481865285,5.098130841121495,5.580487804878048,4.014778325123153,8.313131313131311,9.114583333333334,4.393034825870647,7.1861702127659575,6.4195121951219525,8.843902439024392,6.341463414634148,8.928571428571429,7.865591397849463,4.2631578947368425,5.608910891089108,4.357142857142857,5.147368421052631,6.280898876404494,11.047872340425537,6.628415300546447,7.959595959595959,10.597883597883598,6.678391959798995,8.345360824742269,9.351955307262571,10.649717514124294
New Mexico,FIPS:35,2.43125,4.3625,6.85375,9.688461538461537,15.903571428571427,15.286666666666667,14.794,15.028571428571427,12.389333333333333,6.055714285714287,3.6366666666666654,3.05,3.175,5.171111111111112,8.734444444444447,3.1071428571428568,2.1210653753026643,2.5977777777777784,3.274089935760172,7.320754716981133,4.431578947368421,1.0411255411255411,3.0745614035087723,3.4,5.127753303964758,1.9832985386221291,1.3298319327731092,2.712215320910973,1.7733887733887734,2.087866108786611,5.841563786008233,6.118644067796612,3.808247422680412,1.8707070707070708,0.5670731707317073,0.4781704781704782,0.7514910536779325,2.4291338582677167,1.2445328031809144,0.3764940239043825,0.9043659043659044,2.129896907216495,5.813524590163933,5.067901234567901,4.332608695652174
New York,FIPS:36,,,,,6.385,7.045,6.76,5.6850000000000005,4.47,2.625,,,,,,7.188854489164088,6.925816023738872,5.585635359116021,5.771676300578035,7.6321839080459775,5.138888888888889,8.9,5.5896739130434785,9.38192419825073,7.966292134831461,6.382857142857143,8.125,8.907161803713528,11.060913705583756,9.012787723785166,9.071246819338425,6.356410256410255,5.518427518427519,8.057142857142857,6.407310704960835,7.4861111111111125,6.19060773480663,9.222826086956523,6.69060773480663,9.165745856353592,7.808080808080808,6.672456575682382,7.123425692695212,8.84375,7.989276139410187
North Carolina,FIPS:37,,,,,,,,,,,,,,,,5.18298555377207,9.293814432989693,6.738255033557048,8.76271186440678,8.044117647058824,6.135842880523733,2.9195402298850577,2.2847896440129447,7.29059829059829,6.871134020618558,3.2397372742200328,7.153094462540716,7.583198707592893,9.636070853462158,7.760904684975767,8.209003215434084,8.508580343213728,5.697530864197531,5.6536661466458655,3.322734499205088,5.303082191780822,6.167479674796747,6.708737864077669,8.299674267100977,6.175806451612903,9.912106135986733,6.945337620578778,8.935749588138385,9.540133779264217,8.188172043010754
